title,url,location,price,property_type,posted_by,description,Extracted_Locality,Clean_Project_Name,Google_Maps_Link,Exact_Price,BHK_List,Cleaned_Area,Price_Per_Sqft,Zone,Score_Area,Score_Price,Score_BHK_Liv,Score_BHK_Inv,Score_Zone_Liv,Score_Zone_Inv,Score_Keywords,Locality_Freq,Score_Locality,Livability_Score,Investment_Score,Recommendation_Score
Inspira Winds of Life,https://www.99acres.com/inspira-winds-of-life-sarjapur-road-bangalore-east-npxid-r446488,"in Sarjapur Road, Bangalore",₹1.51 - 2.19 Cr,3 BHK Apartment,Inspira Builders Bangalore,"Choose your dream home from the wide variety of 3 BHK apartments in Sarjapur Road, available for sale in Inspira Winds of Life. The housing society is RERA-registered with PRM/KA/RERA/1251/308/PR/170625/007842 registration number. Apartments in this complex are available in price range of Rs. 1.51 - 2.19 Cr. Apartments in Inspira Winds of Life have SUPER area ranging between 1,753 - 2,552 sqft",Sarjapur,spira Wds of Life,https://www.google.com/maps/search/?api=1&query=Inspira+Winds+of+Life+Sarjapur+Road+Bangalore,18500000,[3],2552,7249,East,3.85376162299239,8.39349949161376,9,9,7.5,9.5,0,120,10,59.4,82.7,71
SSVR Niyaara,https://www.99acres.com/ssvr-niyaara-varthur-bangalore-east-npxid-r422935,"in Varthur, Bangalore","₹1.11 - 1.16 Cr, ₹1.32 - 1.53 Cr","2, 3 BHK Apartment",SSVR Builders,"SSVR Niyaara society now offers elegantly built 2,3 BHK apartments in Varthur. SSVR Niyaara has apartments in multiple configurations, in range of 1,185 - 1,635 sqft. SSVR Niyaara is a RERA- registered society and PRM/KA/RERA/1251/446/PR/160224/006626 is the RERA registration number. Apartments in this complex are available in price range of Rs. 1.11 - 1.53 Cr",Varthur,SSVR Niyaara,https://www.google.com/maps/search/?api=1&query=SSVR+Niyaara+Varthur+Bangalore,12800000,"[2, 3]",1635,7829,East,1.63905325443787,8.06311964022773,9,9,7.5,9.5,0,48,3.94957983193277,51.3,72.8,62
Landmark ASHRAYA,https://www.99acres.com/landmark-ashraya-doddaballapur-road-bangalore-north-npxid-r456747,"in Doddaballapur Road, Bangalore",₹8.99 - 23.98 L,Land,Landmark Properties Karnataka,,Doddaballapur,Landmark ASHRAYA,https://www.google.com/maps/search/?api=1&query=Landmark+ASHRAYA+Doddaballapur+Road+Bangalore,1648500,[],,,North,1.70305518657167,7.25539786563224,5,5,8,9.3,0,9,0.672268907563025,41.7,59.2,50.4
Siddartha Solitaire,https://www.99acres.com/siddartha-solitaire-hosa-road-bangalore-south-npxid-r306151,"in Hosa Road, Bangalore","₹96.29 L - 1.06 Cr, ₹1.24 - 1.27 Cr","2, 3 BHK Apartment",Siddartha Builders,"Spacious 2,3 BHK apartments in Hosa Road are available for sale.Check out latest property options at Siddartha Solitaire housing society. Siddartha Solitaire apartments are available in multiples sizes, ranging from 1,075 - 1,400 sqft SUPER area. Siddartha Solitaire 's RERA registration number is PRM/KA/RERA/1251/310/PR/180507/001653. Prices of apartments in this project, vary between Rs. 96.29 L - 1.27 Cr",Hosa Road,Siddartha Solitaire,https://www.google.com/maps/search/?api=1&query=Siddartha+Solitaire+Hosa+Road+Bangalore,11332250,"[2, 3]",1400,8094,South,1.07148895060983,7.91217022537032,9,9,9.2,8.2,0,10,0.756302521008403,52.6,63.1,57.8
Concorde Antares,https://www.99acres.com/concorde-antares-vidyaranyapura-bangalore-north-npxid-r420343,"in Vidyaranyapura, Bangalore","₹90 L - 1.24 Cr, ₹1.16 - 1.72 Cr","2, 3 BHK Apartment",Concorde,"Looking for your dream home? Explore 2,3 BHK apartments in Vidyaranyapura, now available in Concorde Antares. Apartments in this complex are available in price range of Rs. 90 L - 1.72 Cr. Apartments in Concorde Antares have CARPET area ranging between 717 - 1,374 sqft. Concorde Antares 's RERA registration number is PRM/KA/RERA/1251/309/PR/181223/006491",Vidyaranyapura,Concorde Antares,https://www.google.com/maps/search/?api=1&query=Concorde+Antares+Vidyaranyapura+Bangalore,12550000,"[2, 3]",1374,9134,North,1.0086946021012,7.31976497460917,9,9,8,9.3,0,4,0.252100840336134,49.4,64.7,57
Trendcon Aurelius Phase 1,https://www.99acres.com/trendcon-aurelius-phase-1-varthur-bangalore-east-npxid-r420603,"in Varthur, Bangalore","₹2.88 - 2.92 Cr, ₹3.53 - 3.68 Cr","4, 5 BHK Villa",Trendcon Infra,"Buy 4,5 BHK Villa for sale in Varthur in a gated society by Trendcon Aurelius Phase 1. Villas here are available in the price range of Rs. 2.88 - 3.68 Cr. Villas in Trendcon Aurelius Phase 1 are Under Construction. Swimming Pool, Gymnasium and Club House are some of the major amenities offered here",Varthur,Trendcon Aurelius Phase 1,https://www.google.com/maps/search/?api=1&query=Trendcon+Aurelius+Phase+1+Varthur+Bangalore,32525000,"[4, 5]",,,East,1.70305518657167,7.25539786563224,10,6,7.5,9.5,3.5,48,3.94957983193277,56.7,69.8,63.2
Nambiar District 25,https://www.99acres.com/nambiar-district-25-sarjapur-road-bangalore-east-npxid-r432506,"in Sarjapur Road, Bangalore","₹93.75 L, ₹1.5 - 1.85 Cr, ₹2.09 - 2.81 Cr, ₹2.89 - 3.98 Cr","1, 2, 3, 4 BHK Apartment",Nambiar Builders,"Here are beautifully built 1,2,3,4 BHK apartments in Sarjapur Road, available for sale at Nambiar District 25. This society offers apartments in the price range of Rs. 93.75 L - 3.98 Cr. Nambiar District 25 apartments are available in multiples sizes, ranging from 750 - 2,950 sqft SUPER area. This society is RERA approved and PRM/KA/RERA/1251/308/PR/100125/007377 is the RERA number",Sarjapur,Nambiar District 25,https://www.google.com/maps/search/?api=1&query=Nambiar+District+25+Sarjapur+Road+Bangalore,21243750,"[1, 2, 3, 4]",2950,7201,East,4.81499818862457,8.42084127241812,10,9,7.5,9.5,0,120,10,65.3,82.8,74
Assetz Trees and Tandem,https://www.99acres.com/assetz-trees-and-tandem-sarjapur-road-bangalore-east-npxid-r442221,"in Sarjapur Road, Bangalore",₹2.26 - 2.57 Cr,3 BHK Apartment,Assetz Property Group,"Check out 3 BHK apartments in Sarjapur Road, now available for sale at Assetz Trees and Tandem. This society offers apartments in the price range of Rs. 2.26 - 2.57 Cr. Apartments in Assetz Trees and Tandem have CARPET area ranging between 1,431 - 1,647 sqft. Assetz Trees and Tandem 's RERA registration number is PRM/KA/RERA/1251/308/PR/280325/007636",Sarjapur,Assetz Trees and Tandem,https://www.google.com/maps/search/?api=1&query=Assetz+Trees+and+Tandem+Sarjapur+Road+Bangalore,24150000,[3],1647,14663,East,1.66803526144186,4.17033359820683,9,9,7.5,9.5,0,120,10,47.5,72.2,59.8
Trifecta Vanto,https://www.99acres.com/trifecta-vanto-sarjapur-road-bangalore-east-npxid-r426777,"in Sarjapur Road, Bangalore","₹1.17 - 1.31 Cr, ₹1.42 - 2.04 Cr","2, 3 BHK Apartment",Trifecta Projects,"Spacious 2,3 BHK apartments in Sarjapur Road are available for sale.Check out latest property options at Trifecta Vanto housing society. Trifecta Vanto 's RERA registration number is PRM/KA/RERA/1251/446/PR/190424/006813. Apartments in this complex are available in price range of Rs. 1.17 - 2.04 Cr. Trifecta Vanto has apartments in multiple configurations, in range of 1,085 - 1,890 sqft",Sarjapur,Trifecta Vanto,https://www.google.com/maps/search/?api=1&query=Trifecta+Vanto+Sarjapur+Road+Bangalore,14850000,"[2, 3]",1890,7857,East,2.25492090327255,8.04717026809186,9,9,7.5,9.5,0,120,10,53.4,81.9,67.6
Brigade Eternia,https://www.99acres.com/brigade-eternia-yelahanka-bangalore-north-npxid-r440936,"in Yelahanka, Bangalore","₹2.16 - 3.25 Cr, ₹4.17 - 4.38 Cr","1, 3, 4 BHK Apartment",Brigade Group,"Looking for your dream home? Explore 1,3,4 BHK apartments in Yelahanka, now available in Brigade Eternia. This society is RERA approved and PRM/KA/RERA/1251/309/PR/070325/007559 is the RERA number. Brigade Eternia apartments are available in multiples sizes, ranging from 700 - 2,926 sqft SUPER area. Apartments in this complex are available in price range of Rs. 2.16 - 4.38 Cr",Yelahanka,Brigade Eternia,https://www.google.com/maps/search/?api=1&query=Brigade+Eternia+Yelahanka+Bangalore,34900000,"[1, 3, 4]",2926,11928,North,4.75703417461659,5.72824548362199,10,9,8,9.3,0,47,3.8655462184874,63.4,66.2,64.8
Sumadhura Pramoda,https://www.99acres.com/sumadhura-pramoda-rajarajeshwari-nagar-bangalore-west-npxid-r441733,"in Rajarajeshwari Nagar, Bangalore","₹1.35 Cr, ₹1.7 - 2.15 Cr","2, 3 BHK Apartment",Sumadhura Group,"Check out 2,3 BHK apartments in Rajarajeshwari Nagar, now available for sale at Sumadhura Pramoda. Apartment prices in this housing society vary in the range of Rs. 1.35 - 2.15 Cr. Sumadhura Pramoda apartments are available in multiples sizes, ranging from 1,390 - 2,055 sqft SUPER area. This society is RERA approved and PRM/KA/RERA/1251/310/PR/250325/007625 is the RERA number",Rajarajeshwari Nagar,Sumadhura Pramoda,https://www.google.com/maps/search/?api=1&query=Sumadhura+Pramoda+Rajarajeshwari+Nagar+Bangalore,16375000,"[2, 3]",2055,7968,West,2.65342349957735,7.98394239998177,9,9,6.8,7.4,0,13,1.00840336134454,53.4,60.9,57.2
Mahaveer Ranches,https://www.99acres.com/mahaveer-ranches-hosa-road-bangalore-south-npxid-r32208,"in Hosa Road, Bangalore","₹1.39 - 1.64 Cr, ₹1.82 - 2.7 Cr","2, 3 BHK Apartment",Mahaveer Group,"Choose your dream home from the wide variety of 2,3 BHK apartments in Hosa Road, available for sale in Mahaveer Ranches. Apartments in this complex are available in price range of Rs. 1.39 - 2.7 Cr. Mahaveer Ranches has apartments in multiple configurations, in range of 1,161 - 1,725 sqft. Mahaveer Ranches is a RERA- registered society and PRM/KA/RERA/1251/310/PR/171015/000421 is the RERA registration number",Hosa Road,Mahaveer Ranches,https://www.google.com/maps/search/?api=1&query=Mahaveer+Ranches+Hosa+Road+Bangalore,18875000,"[2, 3]",1725,10942,South,1.85641830696776,6.28989123097824,9,9,9.2,8.2,0,10,0.756302521008403,53.7,59.1,56.4
Lodha Mirabelle,https://www.99acres.com/lodha-mirabelle-hebbal-bangalore-north-npxid-r416159,"in Hebbal, Bangalore","₹1.49 Cr, ₹3 - 4.32 Cr, ₹4.6 - 5.43 Cr","2, 3, 4 BHK Apartment",Lodha Developers Limited,"Finest 2,3,4 BHK apartments in Hebbal available for sale in Lodha Mirabelle . Apartments in this complex are available in price range of Rs. 1.49 - 5.43 Cr. Lodha Mirabelle is a RERA- registered society and PRM/KA/RERA/1251/309/PR/131023/006321 is the RERA registration number. Lodha Mirabelle has apartments in multiple configurations, in range of 959 - 1,950 sqft",Hebbal,Lodha Mirabelle,https://www.google.com/maps/search/?api=1&query=Lodha+Mirabelle+Hebbal+Bangalore,33883333,"[2, 3, 4]",1950,17376,North,2.39983093829248,2.62495336232701,10,9,8,9.3,0,20,1.59663865546218,52,55,53.5
Century Marathahalli,https://www.99acres.com/century-marathahalli-marathahalli-bangalore-east-npxid-r455567,"in Marathahalli, Bangalore","₹2.16 Cr, ₹2.6 - 3.75 Cr, ₹4.85 Cr","2, 3, 4 BHK Apartment",Century Real Estate Holdings,"Century Marathahalli society now offers elegantly built 2,3,4 BHK apartments in Marathahalli. Prices of apartments in this project, vary between Rs. 2.16 - 4.85 Cr. Apartments in Century Marathahalli have SUPER area ranging between 1,375 - 3,115 sqft. Century Marathahalli is a RERA- registered society and PRM/KA/RERA/1251/446/PR/181025/008182 is the RERA registration number",Marathahalli,Century Marathahalli,https://www.google.com/maps/search/?api=1&query=Century+Marathahalli+Bangalore,33950000,"[2, 3, 4]",3115,10899,East,5.21350078492936,6.31438490961548,10,9,7.5,9.5,0,4,0.252100840336134,64.6,62.9,63.8
Sumadhura Panorama,https://www.99acres.com/sumadhura-panorama-devanahalli-bangalore-north-npxid-r437889,"in Devanahalli, Bangalore",₹1.2 - 2.4 Cr,Land,Sumadhura Group,"Land in Devanahalli are now available for sale in Sumadhura Panorama. Land will be available for possession from Dec, 2027. Land prices in projectName vary in the range of Rs. 1.2 - 2.4 Cr. Sizes of these property options are in the bracket of 1,500 - 3,001 sqft",Devanahalli,Sumadhura Panorama,https://www.google.com/maps/search/?api=1&query=Sumadhura+Panorama+Devanahalli+Bangalore,18000000,[],3001,5998,North,4.9381717183915,9.10609465382742,5,5,8,9.3,0,66,5.46218487394958,54.9,71,63
Bilva 2 by Bhavisha Homes,https://www.99acres.com/bilva-2-by-bhavisha-homes-sarjapur-road-bangalore-east-npxid-r442002,"in Sarjapur Road, Bangalore",₹1.69 - 1.7 Cr,3 BHK Apartment,Bhavisha Properties,"Here are beautifully built 3 BHK apartments in Sarjapur Road, available for sale at Bilva 2 by Bhavisha Homes. Apartment prices in this housing society vary in the range of Rs. 1.69 - 1.7 Cr. Bilva 2 by Bhavisha Homes apartments are available in multiples sizes, ranging from 1,933 - 1,945 sqft SUPER area. Bilva 2 by Bhavisha Homes 's RERA registration number is PRM/KA/RERA/1251/308/PR/280325/007639",Sarjapur,Bilva 2 by Bhavisha Homes,https://www.google.com/maps/search/?api=1&query=Bilva+2+by+Bhavisha+Homes+Sarjapur+Road+Bangalore,16950000,[3],1945,8715,East,2.38775510204082,7.5584359362139,9,9,7.5,9.5,0,120,10,53.4,80.6,67
Wone 8 Royal Nest,https://www.99acres.com/wone-8-royal-nest-sarjapur-bangalore-east-npxid-r451507,"in Sarjapur, Bangalore","₹42.13 L, ₹81.19 - 97.15 L, ₹1.11 - 1.35 Cr","1, 2, 3 BHK Apartment",Wone 8 Estates,"Choose your dream home from the wide variety of 1,2,3 BHK apartments in Sarjapur, available for sale in Wone 8 Royal Nest. Apartment prices in this housing society vary in the range of Rs. 42.13 L - 1.35 Cr. Wone 8 Royal Nest 's RERA registration number is PRM/KA/RERA/1251/308/PR/180825/008007. Wone 8 Royal Nest apartments are available in multiples sizes, ranging from 602 - 1,932 sqft SUPER area",Sarjapur,Wone 8 Royal Nest,https://www.google.com/maps/search/?api=1&query=Wone+8+Royal+Nest+Sarjapur+Bangalore,8476667,"[1, 2, 3]",1932,4388,East,2.3563579277865,10,9,9,7.5,9.5,0,120,10,55.7,86.7,71.2
Chamundi Amber Woods,https://www.99acres.com/chamundi-amber-woods-kanakapura-road-bangalore-south-npxid-r105201,"in Kanakapura Road, Bangalore",₹1.29 - 1.61 Cr,3 BHK Apartment,Chamundi Builders,"Check out 3 BHK apartments in Kanakapura Road, now available for sale at Chamundi Amber Woods. Apartments in this complex are available in price range of Rs. 1.29 - 1.61 Cr. Here units have different sizes, mostly in range of 1,428 - 1,794 sqft SUPER area. The housing society is RERA-registered with PRM/KA/RERA/1251/310/PR/180120/001486 registration number",Kanakapura,Chamundi Amber Woods,https://www.google.com/maps/search/?api=1&query=Chamundi+Amber+Woods+Kanakapura+Road+Bangalore,14500000,[3],1794,8082,South,2.02306484724067,7.91900567057141,9,9,9.2,8.2,0,29,2.35294117647059,55.9,65.5,60.7
HM Scottsville,https://www.99acres.com/hm-scottsville-sarjapur-road-bangalore-east-npxid-r158059,"in Sarjapur Road, Bangalore","₹1.7 - 1.99 Cr, ₹1.83 - 2.17 Cr","2, 3 BHK Apartment",HM Group,"HM Scottsville society now offers elegantly built 2,3 BHK apartments in Sarjapur Road. Apartments in this complex are available in price range of Rs. 1.7 - 2.17 Cr. HM Scottsville apartments are available in multiples sizes, ranging from 1,414 - 1,808 sqft SUPER area. The housing society is RERA-registered with PRM/KA/RERA/1251/446/PR/181224/007307 registration number",Sarjapur,HM Scottsville,https://www.google.com/maps/search/?api=1&query=HM+Scottsville+Sarjapur+Road+Bangalore,19225000,"[2, 3]",1808,10633,East,2.05687718874532,6.46590394490631,9,9,7.5,9.5,0,120,10,51.2,77.9,64.6
Trifecta Verde En Resplandor Phase 3,https://www.99acres.com/trifecta-verde-en-resplandor-phase-3-whitefield-bangalore-east-npxid-r376142,"in Whitefield, Bangalore",₹2.83 - 4.23 Cr,4 BHK Villa,Trifecta Projects,"Check out 4 BHK Villa in Trifecta Verde En Resplandor Phase 3, located in Whitefield. Villas in Trifecta Verde En Resplandor Phase 3 will cost you in the range of Rs. 2.83 - 4.23 Cr. Swimming Pool, Gymnasium and Club House are some of the amenities offered here in this project. Trifecta Verde En Resplandor Phase 3 Villas are Under Construction",Whitefield,Trifecta Verde En Resplandor Phase 3,https://www.google.com/maps/search/?api=1&query=Trifecta+Verde+En+Resplandor+Phase+3+Whitefield+Bangalore,35300000,[4],,,East,1.70305518657167,7.25539786563224,10,6,7.5,9.5,1.5,95,7.89915966386555,54.7,73.7,64.2
Assetz Canvas and Cove,https://www.99acres.com/assetz-canvas-and-cove-begur-bangalore-south-npxid-r367669,"in Begur, Bangalore",₹1.75 - 2.73 Cr,3 BHK Apartment,Assetz Property Group,"Assetz Canvas and Cove, one of the known housing societes in Bangalore South, brings classic yet modern 3 BHK apartments in Begur. Assetz Canvas and Cove 's RERA registration number is PRM/KA/RERA/1251/310/PR/200702/003480. Apartments in Assetz Canvas and Cove have SUPER area ranging between 1,501 - 2,345 sqft. Prices of apartments in this project, vary between Rs. 1.75 - 2.73 Cr",Begur,Assetz Canvas and Cove,https://www.google.com/maps/search/?api=1&query=Assetz+Canvas+and+Cove+Begur+Bangalore,22400000,[3],2345,9552,South,3.35382200217365,7.08166363343786,9,9,9.2,8.2,0,8,0.588235294117647,59.7,60.8,60.2
HM Indigo,https://www.99acres.com/hm-indigo-9th-phase-jp-nagar-bangalore-south-npxid-r16778,"in 9th Phase JP Nagar, Bangalore","₹1.2 - 1.51 Cr, ₹1.62 - 1.9 Cr","2, 3 BHK Apartment",HM Group,"Here are beautifully built 2,3 BHK apartments in 9th Phase JP Nagar, available for sale at HM Indigo. HM Indigo 's RERA registration number is PRM/KA/RERA/1251/310/PR/180208/001354. Apartments in HM Indigo have SUPER area ranging between 1,164 - 1,846 sqft. This society offers apartments in the price range of Rs. 1.2 - 1.9 Cr",JP Nagar,HM digo,https://www.google.com/maps/search/?api=1&query=HM+Indigo+9th+Phase+JP+Nagar+Bangalore,15575000,"[2, 3]",1846,8437,South,2.14865354425794,7.71679041670583,9,9,9.2,8.2,0,24,1.9327731092437,56.1,64.4,60.2
Concorde Hill Crest,https://www.99acres.com/concorde-hill-crest-chikkaballapur-bangalore-north-npxid-r306817,"in Chikkaballapur, Bangalore",₹40 L - 1.33 Cr,Land,Concorde,"Now invest in Land in Chikkaballapur, coming up at an affordable price in Concorde Hill Crest. Concorde Hill Crest is Ready To Move. Land prices here are in tune of Rs. 40 L - 1.33 Cr. Homebuyers can enjoy amenities such as Swimming Pool, Gymnasium and Children's Play Area in this project",Chikkaballapur,Concorde Hill Crest,https://www.google.com/maps/search/?api=1&query=Concorde+Hill+Crest+Chikkaballapur+Bangalore,8650000,[],,,North,1.70305518657167,7.25539786563224,5,5,8,9.3,3,12,0.92436974789916,44.7,62.6,53.6
Keya The Urban Forest,https://www.99acres.com/keya-the-urban-forest-sarjapur-road-bangalore-east-npxid-r438999,"in Sarjapur Road, Bangalore","₹1.63 Cr, ₹2.06 - 2.31 Cr, ₹2.89 - 3.19 Cr","2, 3, 4 BHK Apartment",Keya Homes,"Here are beautifully built 2,3,4 BHK apartments in Sarjapur Road, available for sale at Keya The Urban Forest. This society is RERA approved and PRM/KA/RERA/1251/310/PR/200525/007759 is the RERA number. Prices of apartments in this project, vary between Rs. 1.63 - 3.19 Cr. Apartments in Keya The Urban Forest have SUPER area ranging between 1,351 - 2,610 sqft",Sarjapur,Keya The Urban Forest,https://www.google.com/maps/search/?api=1&query=Keya+The+Urban+Forest+Sarjapur+Road+Bangalore,22850000,"[2, 3, 4]",2610,8755,East,3.99384132351166,7.53565111887694,10,9,7.5,9.5,0,120,10,61.5,80.6,71
